source_id,date,description,pollutant_ppm,biological,results
HaRu19505224,12/1/22 14:19,"Inorganic contaminants: Zinc, Lead, Zinc",4.07253,0,Contaminated: Chemical
AmRu14395224,12/1/22 14:35,"Inorganic contaminants: Cadmium, Chromium, Selenium, Barium",7.66058,0,Contaminated: Chemical
KiRu30622224,12/1/22 14:45,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu05475224,12/1/22 14:50,Bacteria: E. coli,0,2.0584,Contaminated: Biological
HaRu17165224,12/1/22 15:05,"Inorganic contaminants: Silver, Lead, Selenium",6.96111,0,Contaminated: Chemical
KiHa23040224,12/1/22 15:08,"Inorganic contaminants: Copper, Chromium",2.9716,0,Contaminated: Chemical
AkHa00118224,12/1/22 16:03,Clean,0.0962357,3.90E-05,Clean
HaRu18228224,12/1/22 16:03,Inorganic contaminants: Silver,7.31902,0,Contaminated: Chemical
HaYa21360224,12/2/22 9:21,Clean,0.0878162,2.02E-05,Clean
SoKo33084224,12/2/22 9:23,Clean,0.056913,8.40E-05,Clean
AmRu13463224,12/2/22 9:42,Clean,0.0445539,5.92E-05,Clean
KiHa23295224,12/2/22 9:54,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
HaRu17892224,12/2/22 10:05,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoRu38486224,12/2/22 10:09,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AkRu07428224,12/2/22 11:03,Clean,0.0130722,4.42E-05,Clean
AkRu08211224,12/2/22 11:06,"Inorganic contaminants: Selenium, Chromium",6.76195,0,Contaminated: Chemical
KiRu26569224,12/2/22 11:18,"Inorganic contaminants: Arsenic, Arsenic, Selenium, Selenium",8.04469,0,Contaminated: Chemical
SoMa34353224,12/2/22 11:43,Bacteria: E. coli,0,46.4933,Contaminated: Biological
HaSe21042224,12/2/22 12:39,Clean,0.083952,4.35E-05,Clean
SoRu35971224,12/2/22 12:55,"Inorganic contaminants: Barium, Mercury, Zinc",7.41858,0,Contaminated: Chemical
AmRu14912224,12/2/22 13:08,"Inorganic contaminants: Barium, Selenium, Zinc, Silver",8.83578,0,Contaminated: Chemical
HaSe21040224,12/2/22 13:26,Clean,0.0827509,8.48E-05,Clean
KiMr24886224,12/2/22 14:28,Clean,0.0599761,9.33E-05,Clean
AkRu06495224,12/2/22 14:32,Inorganic contaminants: Selenium,2.34946,0,Contaminated: Chemical
KiMr24964224,12/2/22 14:38,"Inorganic contaminants: Arsenic, Zinc, Copper, Silver",6.9747,0,Contaminated: Chemical
HaRu17552224,12/2/22 14:45,Bacteria: E. coli,0,26.2915,Contaminated: Biological
HaRu19948224,12/2/22 14:57,"Inorganic contaminants: Copper, Chromium",1.43262,0,Contaminated: Chemical
AkRu05424224,12/2/22 15:03,Clean,0.047898,1.22E-05,Clean
AkRu03082224,12/2/22 15:56,"Inorganic contaminants: Silver, Barium, Mercury",2.04885,0,Contaminated: Chemical
KiRu29079224,12/2/22 15:59,Clean,0.0535414,8.13E-05,Clean
AkRu06254224,12/2/22 16:20,Inorganic contaminants: Chromium,2.24454,0,Contaminated: Chemical
AmRu13171224,12/2/22 16:26,Clean,0.021119,6.96E-05,Clean
HaZa21852224,12/2/22 16:29,"Inorganic contaminants: Zinc, Barium, Silver, Zinc",2.21733,0,Contaminated: Chemical
KiRu26933224,12/2/22 16:40,Clean,0.0684419,4.26E-06,Clean
AkRu04226224,12/2/22 16:52,"Inorganic contaminants: Cadmium, Arsenic",1.82953,0,Contaminated: Chemical
HaRu17418224,12/3/22 9:01,"Inorganic contaminants: Silver, Cadmium, Arsenic, Lead",5.50612,0,Contaminated: Chemical
HaRu17278224,12/3/22 9:25,"Inorganic contaminants: Silver, Selenium",7.54431,0,Contaminated: Chemical
AkRu07456224,12/3/22 9:42,Clean,0.0588462,1.25E-05,Clean
HaYa21482224,12/3/22 9:45,"Inorganic contaminants: Copper, Lead, Lead",9.89783,0,Contaminated: Chemical
SoCh32100224,12/3/22 10:28,Clean,0.0983443,4.95E-05,Clean
AkRu08688224,12/3/22 10:42,"Inorganic contaminants: Arsenic, Cadmium",4.29394,0,Contaminated: Chemical
HaDe16456224,12/3/22 11:13,Bacteria: E. coli,0,41.9776,Contaminated: Biological
SoIl33047224,12/3/22 11:23,"Inorganic contaminants: Silver, Copper, Barium, Mercury",3.17583,0,Contaminated: Chemical
HaSe21299224,12/3/22 11:33,Clean,0.0765847,1.03E-05,Clean
SoIl32515224,12/3/22 11:50,Inorganic contaminants: Selenium,2.71659,0,Contaminated: Chemical
AkRu06058224,12/3/22 12:18,Clean,0.0447048,3.04E-06,Clean
AkRu03250224,12/3/22 12:19,"Inorganic contaminants: Cadmium, Arsenic, Silver, Silver",1.13714,0,Contaminated: Chemical
KiIs24084224,12/3/22 12:22,Clean,0.0454212,8.42E-05,Clean
AkRu02661224,12/3/22 12:30,"Inorganic contaminants: Copper, Zinc, Cadmium",7.59541,0,Contaminated: Chemical
AkKi00869224,12/3/22 12:42,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiMr24264224,12/3/22 13:06,Inorganic contaminants: Selenium,3.57921,0,Contaminated: Chemical
KiRu28039224,12/3/22 13:19,"Inorganic contaminants: Zinc, Mercury, Mercury",5.6373,0,Contaminated: Chemical
AkKi00843224,12/3/22 13:34,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaRu20343224,12/3/22 13:37,Bacteria: E. coli,0,31.0133,Contaminated: Biological
SoRu37930224,12/3/22 14:05,"Inorganic contaminants: Chromium, Mercury, Silver, Lead",8.88103,0,Contaminated: Chemical
AkRu05996224,12/3/22 14:32,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiAm21961224,12/3/22 14:40,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu28801224,12/3/22 15:43,Inorganic contaminants: Silver,1.27884,0,Contaminated: Chemical
HaRu17844224,12/3/22 15:45,Bacteria: E. coli,0,29.1336,Contaminated: Biological
KiRu26012224,12/3/22 15:52,"Inorganic contaminants: Chromium, Mercury, Mercury, Selenium",9.43043,0,Contaminated: Chemical
SoCh32046224,12/3/22 16:07,Bacteria: E. coli,0,2.62814,Contaminated: Biological
HaRu17264224,12/3/22 16:08,Inorganic contaminants: Silver,2.82316,0,Contaminated: Chemical
HaZa21665224,12/3/22 16:53,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoRu37431224,12/3/22 16:53,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu05387224,12/4/22 9:03,Clean,0.099388,1.18E-05,Clean
SoRu36160224,12/4/22 9:11,"Inorganic contaminants: Silver, Mercury, Copper",5.94939,0,Contaminated: Chemical
AkRu08540224,12/4/22 9:26,"Inorganic contaminants: Barium, Zinc, Mercury",3.91031,0,Contaminated: Chemical
KiRu26373224,12/4/22 9:46,Bacteria: E. coli,0,25.74,Contaminated: Biological
SoMa33924224,12/4/22 10:01,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkLu02420224,12/4/22 10:22,"Inorganic contaminants: Lead, Barium, Selenium",9.66083,0,Contaminated: Chemical
AkHa00495224,12/4/22 10:27,Clean,0.0689476,6.44E-06,Clean
HaRu19114224,12/4/22 10:44,"Inorganic contaminants: Copper, Barium, Selenium",3.91719,0,Contaminated: Chemical
SoKo33191224,12/4/22 10:54,Clean,0.0523268,9.68E-05,Clean
AmAm09699224,12/4/22 11:27,Clean,0.0963812,6.46E-05,Clean
KiAm22471224,12/4/22 11:36,Clean,0.0232901,3.29E-05,Clean
AmRu15860224,12/4/22 11:45,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu07212224,12/4/22 12:35,Clean,0.0690702,7.04E-05,Clean
SoRu38600224,12/4/22 13:08,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkLu02053224,12/4/22 13:50,"Inorganic contaminants: Mercury, Cadmium",6.01846,0,Contaminated: Chemical
SoIl32853224,12/4/22 14:49,"Inorganic contaminants: Selenium, Barium, Selenium, Copper",7.46803,0,Contaminated: Chemical
AkRu07269224,12/4/22 15:01,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu17199224,12/4/22 15:51,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu08395224,12/4/22 16:03,"Inorganic contaminants: Selenium, Copper, Lead, Lead",7.15682,0,Contaminated: Chemical
AkRu04867224,12/4/22 16:14,Clean,0.0512083,5.34E-05,Clean
HaRu20634224,12/5/22 9:03,Inorganic contaminants: Silver,7.44842,0,Contaminated: Chemical
AkRu04267224,12/5/22 9:23,"Inorganic contaminants: Barium, Cadmium, Lead, Arsenic",3.00111,0,Contaminated: Chemical
HaSe21195224,12/5/22 9:34,Clean,0.0679086,5.57E-05,Clean
AkLu01626224,12/5/22 9:41,Bacteria: E. coli,0,20.8154,Contaminated: Biological
HaRu20595224,12/5/22 10:45,"Inorganic contaminants: Arsenic, Zinc, Cadmium",1.20225,0,Contaminated: Chemical
KiMr24318224,12/5/22 10:50,Clean,0.0575244,1.82E-05,Clean
KiRu29702224,12/5/22 10:51,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AmRu13590224,12/5/22 10:53,Clean,0.0487532,2.40E-05,Clean
AkRu03897224,12/5/22 11:19,"Inorganic contaminants: Copper, Selenium",4.11066,0,Contaminated: Chemical
HaDj16922224,12/5/22 11:28,Inorganic contaminants: Lead,9.39488,0,Contaminated: Chemical
KiMr24373224,12/5/22 11:47,Bacteria: E. coli,0,26.8572,Contaminated: Biological
AkLu02191224,12/5/22 11:51,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu20476224,12/5/22 11:53,Inorganic contaminants: Selenium,8.45638,0,Contaminated: Chemical
KiRu26127224,12/5/22 12:17,"Inorganic contaminants: Copper, Barium",9.10436,0,Contaminated: Chemical
KiRu25937224,12/5/22 12:21,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaAm16237224,12/5/22 12:36,Bacteria: E. coli,0,21.8399,Contaminated: Biological
SoKo33398224,12/5/22 12:45,"Inorganic contaminants: Cadmium, Silver, Lead, Copper",2.83875,0,Contaminated: Chemical
AkRu03658224,12/5/22 12:47,"Inorganic contaminants: Barium, Selenium",2.31337,0,Contaminated: Chemical
KiHa22939224,12/5/22 13:18,"Inorganic contaminants: Cadmium, Mercury, Chromium",7.81023,0,Contaminated: Chemical
AmRu15820224,12/5/22 14:41,Clean,0.0391867,6.53E-05,Clean
AkRu04151224,12/5/22 15:05,Clean,0.0700897,5.44E-05,Clean
SoMa34124224,12/5/22 15:32,Clean,0.0305002,7.62E-05,Clean
KiRu25354224,12/5/22 15:36,"Inorganic contaminants: Chromium, Copper",5.31374,0,Contaminated: Chemical
KiHa23453224,12/5/22 15:37,Clean,0.0762693,1.77E-05,Clean
AkRu07153224,12/5/22 15:49,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmRu15126224,12/5/22 16:00,Clean,0.0983168,5.98E-05,Clean
HaZa21667224,12/5/22 16:05,Clean,0.090229,4.61E-05,Clean
SoIl32951224,12/5/22 16:10,Bacteria: Salmonella,0,267.371,Contaminated: Biological
HaRu20442224,12/5/22 16:15,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AmPw12311224,12/5/22 16:26,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiMr24778224,12/5/22 16:29,Clean,0.0997918,5.10E-05,Clean
KiRu29740224,12/5/22 16:39,Inorganic contaminants: Copper,8.35755,0,Contaminated: Chemical
SoMa33831224,12/8/22 9:29,Clean,0.0562411,1.67E-05,Clean
KiAm21955224,12/8/22 10:01,Inorganic contaminants: Arsenic,2.26213,0,Contaminated: Chemical
SoBa31759224,12/8/22 10:11,Clean,0.0644799,3.04E-05,Clean
SoKo33496224,12/8/22 10:20,"Inorganic contaminants: Zinc, Cadmium",2.20345,0,Contaminated: Chemical
AkRu03739224,12/8/22 10:53,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu05906224,12/8/22 11:13,"Inorganic contaminants: Cadmium, Barium",6.60106,0,Contaminated: Chemical
HaRu18874224,12/8/22 11:21,"Inorganic contaminants: Copper, Cadmium",3.56055,0,Contaminated: Chemical
SoRu34974224,12/8/22 11:48,"Inorganic contaminants: Cadmium, Zinc, Arsenic, Barium",8.11368,0,Contaminated: Chemical
KiRu25405224,12/8/22 12:55,Bacteria: Salmonella,0,267.371,Contaminated: Biological
HaDe16484224,12/8/22 13:15,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu17149224,12/8/22 13:19,"Inorganic contaminants: Barium, Silver, Mercury, Chromium",3.98862,0,Contaminated: Chemical
AkRu05192224,12/8/22 13:25,Clean,0.0813085,1.84E-06,Clean
SoRu38933224,12/8/22 13:37,"Inorganic contaminants: Silver, Selenium, Barium, Barium",8.94179,0,Contaminated: Chemical
AkRu07952224,12/8/22 14:31,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaRu18668224,12/8/22 15:21,Bacteria: E. coli,0,28.6279,Contaminated: Biological
HaRu19820224,12/8/22 15:24,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoCh31926224,12/8/22 15:26,Clean,0.0340021,1.81E-05,Clean
AmDa12018224,12/8/22 15:46,"Inorganic contaminants: Arsenic, Barium",9.24278,0,Contaminated: Chemical
AkRu03641224,12/8/22 16:02,"Inorganic contaminants: Arsenic, Selenium",2.99974,0,Contaminated: Chemical
AkKi01516224,12/8/22 16:50,Clean,0.0414837,8.49E-05,Clean
HaAm16106224,12/9/22 9:02,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu17899224,12/9/22 9:33,"Inorganic contaminants: Selenium, Cadmium, Lead, Copper",7.38923,0,Contaminated: Chemical
AkRu08156224,12/9/22 9:53,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoKo33300224,12/9/22 10:08,"Inorganic contaminants: Copper, Arsenic, Mercury",4.55704,0,Contaminated: Chemical
AmRu14724224,12/9/22 10:11,Clean,0.0674358,7.02E-05,Clean
AkLu02572224,12/9/22 10:14,"Inorganic contaminants: Mercury, Chromium, Zinc, Arsenic",6.38346,0,Contaminated: Chemical
SoKo33220224,12/9/22 10:53,Clean,0.0243288,9.65E-05,Clean
HaRu18860224,12/9/22 11:07,Bacteria: Salmonella,0,267.371,Contaminated: Biological
HaRu18807224,12/9/22 11:09,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AmAs10095224,12/9/22 11:18,Clean,0.0660448,7.19E-05,Clean
SoRu34981224,12/9/22 11:27,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoRu36746224,12/9/22 11:30,Inorganic contaminants: Cadmium,1.07626,0,Contaminated: Chemical
KiRu27599224,12/9/22 11:33,"Inorganic contaminants: Mercury, Selenium",9.71024,0,Contaminated: Chemical
SoRu36504224,12/9/22 11:43,Inorganic contaminants: Cadmium,9.19015,0,Contaminated: Chemical
KiRu29833224,12/9/22 11:47,"Inorganic contaminants: Barium, Copper, Copper, Lead",7.23828,0,Contaminated: Chemical
AmRu15160224,12/9/22 12:28,"Inorganic contaminants: Barium, Silver, Silver, Barium",2.94152,0,Contaminated: Chemical
AmAs10616224,12/9/22 12:30,Clean,0.07828,7.01E-05,Clean
SoRu37120224,12/9/22 12:30,"Inorganic contaminants: Lead, Lead, Chromium",2.71233,0,Contaminated: Chemical
HaRu17366224,12/9/22 12:36,Bacteria: E. coli,0,27.6197,Contaminated: Biological
KiRu25423224,12/9/22 12:41,"Inorganic contaminants: Zinc, Silver",6.61952,0,Contaminated: Chemical
AkRu04585224,12/9/22 12:47,"Inorganic contaminants: Mercury, Barium, Copper, Silver",8.00769,0,Contaminated: Chemical
SoBa31545224,12/9/22 12:51,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiAm22053224,12/9/22 12:59,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu05915224,12/9/22 14:09,Clean,0.0164012,3.47E-05,Clean
AmDa11518224,12/9/22 14:43,"Inorganic contaminants: Lead, Zinc, Selenium, Zinc",2.93379,0,Contaminated: Chemical
KiIs24128224,12/9/22 15:05,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu27902224,12/9/22 15:31,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmAb09179224,12/9/22 16:07,Bacteria: E. coli,0,2.21461,Contaminated: Biological
KiRu26154224,12/9/22 16:11,"Inorganic contaminants: Mercury, Chromium, Zinc",8.4632,0,Contaminated: Chemical
SoRu36554224,12/9/22 16:30,"Inorganic contaminants: Mercury, Arsenic, Cadmium",8.13526,0,Contaminated: Chemical
SoRu38706224,12/9/22 16:33,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AmRu15322224,12/10/22 9:21,"Inorganic contaminants: Silver, Mercury, Silver",7.80107,0,Contaminated: Chemical
HaRu19233224,12/10/22 10:02,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu17604224,12/10/22 10:04,Bacteria: Salmonella,0,267.371,Contaminated: Biological
SoRu36752224,12/10/22 10:05,Bacteria: E. coli,0,28.2141,Contaminated: Biological
KiRu30245224,12/10/22 10:38,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiHa22941224,12/10/22 10:41,"Inorganic contaminants: Chromium, Mercury, Mercury, Chromium",9.09387,0,Contaminated: Chemical
AkKi01476224,12/10/22 10:42,"Inorganic contaminants: Cadmium, Copper",4.78117,0,Contaminated: Chemical
HaRu19583224,12/10/22 10:51,"Inorganic contaminants: Zinc, Lead, Arsenic",9.7009,0,Contaminated: Chemical
AkRu03821224,12/10/22 11:07,"Inorganic contaminants: Mercury, Selenium, Cadmium, Arsenic",4.35415,0,Contaminated: Chemical
AkRu04453224,12/10/22 11:35,Clean,0.0980611,6.33E-05,Clean
AkLu01870224,12/10/22 11:36,Clean,0.0469825,1.21E-05,Clean
KiRu26310224,12/10/22 11:53,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmRu13239224,12/10/22 11:58,Clean,0.0142046,7.08E-05,Clean
AkRu04114224,12/10/22 12:27,"Inorganic contaminants: Copper, Copper",2.72892,0,Contaminated: Chemical
AkHa00354224,12/10/22 12:51,Clean,0.0532662,1.76E-05,Clean
SoRu37734224,12/10/22 13:54,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AmDa11811224,12/10/22 14:23,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
HaSe21096224,12/10/22 14:33,Clean,0.0862749,7.57E-05,Clean
AkRu04019224,12/10/22 14:59,Clean,0.0108976,2.59E-05,Clean
HaRu19720224,12/10/22 15:07,"Inorganic contaminants: Zinc, Mercury, Copper, Barium",3.0254,0,Contaminated: Chemical
AkRu03600224,12/10/22 15:27,"Inorganic contaminants: Silver, Arsenic, Cadmium, Cadmium",4.55011,0,Contaminated: Chemical
SoRu34822224,12/10/22 15:33,"Inorganic contaminants: Silver, Barium",8.32341,0,Contaminated: Chemical
SoRu36574224,12/10/22 15:42,"Inorganic contaminants: Zinc, Silver, Zinc",6.89902,0,Contaminated: Chemical
HaRu18710224,12/10/22 16:05,Inorganic contaminants: Mercury,2.04938,0,Contaminated: Chemical
KiRu29901224,12/10/22 16:34,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkRu04731224,12/11/22 9:24,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaYa21598224,12/11/22 9:30,Inorganic contaminants: Cadmium,6.95941,0,Contaminated: Chemical
AkRu02942224,12/11/22 9:31,"Inorganic contaminants: Arsenic, Mercury, Barium",4.57892,0,Contaminated: Chemical
AkRu06655224,12/11/22 9:38,Clean,0.018173,2.04E-06,Clean
AmAm09430224,12/11/22 10:00,"Inorganic contaminants: Zinc, Selenium",5.50575,0,Contaminated: Chemical
HaRu19485224,12/11/22 10:07,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AkKi01448224,12/11/22 10:37,Clean,0.0948463,3.26E-05,Clean
KiRu25719224,12/11/22 10:53,Clean,0.0340231,5.71E-05,Clean
SoCh31998224,12/11/22 11:00,Inorganic contaminants: Selenium,1.52325,0,Contaminated: Chemical
KiMr25068224,12/11/22 11:18,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiZu30763224,12/11/22 11:37,Clean,0.0207632,8.75E-05,Clean
HaSe21167224,12/11/22 12:11,Clean,0.0549689,6.63E-05,Clean
HaRu18372224,12/11/22 12:19,"Inorganic contaminants: Lead, Zinc",5.38574,0,Contaminated: Chemical
SoMa34139224,12/11/22 12:46,Inorganic contaminants: Cadmium,1.32363,0,Contaminated: Chemical
KiZu30937224,12/11/22 12:52,Clean,0.0324068,6.91E-05,Clean
KiRu27384224,12/11/22 13:10,"Inorganic contaminants: Cadmium, Silver",7.03647,0,Contaminated: Chemical
HaSe21191224,12/11/22 13:20,Clean,0.0459781,4.65E-05,Clean
KiMr24573224,12/11/22 13:33,Clean,0.0750178,2.52E-05,Clean
KiZu30724224,12/11/22 13:59,"Inorganic contaminants: Zinc, Arsenic",5.80353,0,Contaminated: Chemical
HaRu19967224,12/11/22 14:16,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
AmAb09278224,12/11/22 14:18,Clean,0.0449473,8.67E-05,Clean
AmDa11958224,12/11/22 14:46,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoIl32347224,12/11/22 14:51,Clean,0.064633,5.76E-05,Clean
SoRu35702224,12/11/22 14:59,"Inorganic contaminants: Lead, Arsenic, Mercury, Zinc",5.52087,0,Contaminated: Chemical
HaRu18689224,12/11/22 15:23,"Inorganic contaminants: Mercury, Arsenic, Arsenic, Mercury",2.30445,0,Contaminated: Chemical
AmDa11531224,12/11/22 15:56,"Inorganic contaminants: Mercury, Copper, Cadmium",7.93536,0,Contaminated: Chemical
SoRu37221224,12/11/22 16:00,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiZu31293224,12/11/22 16:04,Clean,0.0723771,2.80E-05,Clean
KiRu25472224,12/11/22 16:24,Bacteria: Salmonella,0,267.371,Contaminated: Biological
HaRu19659224,12/11/22 16:52,"Inorganic contaminants: Selenium, Arsenic, Cadmium",1.90329,0,Contaminated: Chemical
KiRu27628224,12/12/22 10:20,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu05519224,12/12/22 10:28,"Inorganic contaminants: Arsenic, Zinc, Mercury, Mercury",1.42481,0,Contaminated: Chemical
AkKi00925224,12/12/22 10:31,Inorganic contaminants: Mercury,4.89802,0,Contaminated: Chemical
HaRu20011224,12/12/22 10:59,"Inorganic contaminants: Chromium, Silver, Arsenic, Selenium",3.89885,0,Contaminated: Chemical
KiRu25991224,12/12/22 11:12,"Inorganic contaminants: Selenium, Barium, Arsenic, Zinc",1.99383,0,Contaminated: Chemical
KiRu27477224,12/12/22 11:23,"Inorganic contaminants: Silver, Copper, Copper",7.41127,0,Contaminated: Chemical
AkRu03934224,12/12/22 11:43,"Inorganic contaminants: Cadmium, Zinc, Copper, Selenium",6.70971,0,Contaminated: Chemical
KiIs23923224,12/12/22 11:45,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkLu02179224,12/12/22 11:53,"Inorganic contaminants: Chromium, Lead, Cadmium, Zinc",8.49778,0,Contaminated: Chemical
KiRu30237224,12/12/22 12:04,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoMa33791224,12/12/22 12:07,Clean,0.0510257,6.71E-05,Clean
